mobile_names,title,body,Sentiment
"Samsung Galaxy M01 Core (Black, 2GB RAM, 32GB Storage) with No Cost EMI/Additional Exchange Offers",Just awesome!!!😊,"  It's really value for money 💰🙂...The phone comes with a 5.30-inch touchscreen display with a resolution of 720x1480 pixels and an aspect ratio of 18.5:9. Samsung Galaxy M01 Core is powered by a 1.5GHz quad-core MediaTek MT6739 processor. It comes with 1GB of RAM. The Samsung Galaxy M01 Core runs Android Go Edition and is powered by a 3000mAh battery.As far as the cameras are concerned, the Samsung Galaxy M01 Core on the rear packs 8-megapixel camera. The rear camera setup has autofocus. It sports a 5-megapixel camera on the front for selfies.",Extremely Positive
"Samsung Galaxy M01 Core (Black, 2GB RAM, 32GB Storage) with No Cost EMI/Additional Exchange Offers",Worst product never ever try to take this mobile,  Worst product never ever try to take this product... All of sudden stopped charging and not working after 12 days.... Need to replace this but no source to do... Please don't buy this kind of worst products when ppl are unable to spend much money... Try to take good reviews mobiles,Extremely Negative
"Samsung Galaxy M01 Core (Black, 2GB RAM, 32GB Storage) with No Cost EMI/Additional Exchange Offers","Value for money, low battery life and does not support fast charging","  It's a 2GB phone, you can't expect much, even Facebook lags while going through lots of browsing. The camera is Ok. The build is not good, you must use a rubber cover and temper protection. It has a 3000mah battery that's why discharges quickly and doesn't support fast charging which creates more problems. Overall what you can expect at such a cost?Analyze your needs before purchasing it. The phone is decent for household usage with few apps, but if you want to have multiple apps then don't go for it..",Positive
"Samsung Galaxy M01 Core (Black, 2GB RAM, 32GB Storage) with No Cost EMI/Additional Exchange Offers",Faulty phone delivered. This seller should not be trusted.,"  This review is solely for the seller who sold a faulty phone with a huge black spot on the screen. It is so obvious that proper quality check was not done before delivery. This can happen only in case of a used phond being sold as new. Will have to think twice before ordering costly things online, especially in Amazon because as the eshop, Amazon also cannot deny responsibility for this. The headache that I am going through now to return the faulty item is a complete nightmare.",Extremely Negative
"Samsung Galaxy M01 Core (Black, 2GB RAM, 32GB Storage) with No Cost EMI/Additional Exchange Offers",Touch not working,"  Touch screen not working from first day of use. I requested for replace the mobile after few days delivery boy says Amazon app should have the Amazon app, the problem is I can't install the app without screen function. Still waiting Amazon to solve the problem",Extremely Negative
"Samsung Galaxy M01 Core (Black, 2GB RAM, 32GB Storage) with No Cost EMI/Additional Exchange Offers",WORST PHONE EVER,"  True Reviews,Worst phone in the world. Don’t see the YouTube reviews and buy this phone they are just lying. I wanted to give it less than one star but there was no option. I looks good in photos but is very very small phone. It lags and sticks a lot even in 2GB ram. A never buy product. Camera is freakin’ waste. They say it has 12MP camera but actually is like 2MP. The apps keep exiting themselves.And says app not responding. The WORST PHONE. Don’t buy this is my honest review. I bought it today and returned the phone on the same day it self within hours . If you wanna waste your money then invest in this phone . The packing and everything is rather soo good but phone does not function good at all.Thank You.",Extremely Negative
"Samsung Galaxy M01 Core (Black, 2GB RAM, 32GB Storage) with No Cost EMI/Additional Exchange Offers",Best quality phone,  Loved this peice best phone at this price. Samsung always worth every penny. Needed phone for onliy class of my son and this is best.,Extremely Positive
"Samsung Galaxy M01 Core (Black, 2GB RAM, 32GB Storage) with No Cost EMI/Additional Exchange Offers",Good product,  Nice product,Extremely Positive
"Samsung Galaxy M01 Core (Black, 2GB RAM, 32GB Storage) with No Cost EMI/Additional Exchange Offers",Samsung M01 Core 2GB 16GB variant - A decent buy as secondary device or for elders,"  I've been using this as my Official mobile... Apps like WhatsApp, fb lite, cricbuzz, playmusic, YouTube, Microsoft Teams, Outlook, Intelligent Hub, Hrms, Bankings apps like YONO, Paytm, gpayWith these apps it's running smoothly...A bit of lag, but for this proce range acceptable..Pros:Decent Camera at this proce rangeAverage specs at this price rangeSamsung Brand ValueAndroid Go OSSamsung skin over this OS was decentCons:Below average battery life, anyhow it lasts for a dayPathetic charging speed (more than 4hrs)Charger provided with box is 5V 1A at least 10W charger they could have added",Positive
"Samsung Galaxy M01 Core (Black, 2GB RAM, 32GB Storage) with No Cost EMI/Additional Exchange Offers",Misleading the customer,  Product is fine but has limitations to function only in india. And it doesn't work well for my Mom cause she keeps travelling abroad frequently.Why wasn't I informed by Amazon about the restrictions that the phone can't function in other countries? There are other countries in the world too where they've been using mobile phones even before India.Misleading the customers shouldn't be the priority of Amazon,Extremely Negative
"Samsung Galaxy M01 Core (Black, 2GB RAM, 32GB Storage) with No Cost EMI/Additional Exchange Offers",So much Heat up while charging,  Everything is good as per phone price but only one thing I don’t like in this phone that is when u continues use it for 25-30 minutes it start getting heat which is not good,Neutral
"Samsung Galaxy M01 Core (Black, 2GB RAM, 32GB Storage) with No Cost EMI/Additional Exchange Offers",Awesome Samsung @6.5k,"  Gr8 phone at the price of 6,500 from Samsung. As of now everything looks fine.",Extremely Positive
"Samsung Galaxy M01 Core (Black, 2GB RAM, 32GB Storage) with No Cost EMI/Additional Exchange Offers",Waste product and Refund procedure updated here read it,"  Don't buy this mobile, it's totally waste.. Camera quality is too bad and battery backup also very slow it takes more than 3 hours to charge fully.. And battery was drained point by point suddenly in the normal usage also.. And heating issue also in this mobile.. Better go with any other brands in this budget..*Return procedure to get refund*In Amazon they say it's a electronic product we can't provide you a refund only we can able to provide you replacement only.. Just accept that they'll send one mobile service field agent to check whether the product is defective or not.. After they approved, they replace the old one and provide you a new one in that same product..In that replacement product also surely you'll face some defects so just ask for an refund directly through the options showing in that order page.. They immediately approve that and within few working days they'll provide you a refund..These kind of electronic product's first time they'll provide replacement offer and second time they'll provide direct refund..",Extremely Negative
"Samsung Galaxy M01 Core (Black, 2GB RAM, 32GB Storage) with No Cost EMI/Additional Exchange Offers","No replacement, No refund, No response from Amazon","  The mobile Samsung Galaxy M01 Core (Black, 1GB RAM, 16GB , received could not be charged, after battery was low.  Now new phone battery uncharged what do I do, Amazon delivered defective product. This is worst phone",Extremely Negative
"Samsung Galaxy M01 Core (Black, 2GB RAM, 32GB Storage) with No Cost EMI/Additional Exchange Offers",Awesome quality in reasonable price,"  Screen quality is awesome and performance is at par with any mid range smartphone. Samsung has improved the product performance to a very high level and though i am using iPhones i cou9resist myself of praising the nice quality product by Samsung. The knox security by Samsung in its A series smartphones is a boon to Indian customers, which can't afford ios based ecosystem considering its premium pricing. It's noway lesser efficient than ios. The quality of display in its entry level smartphones is also at par with the best of its class range smartphones. Pl improve the service and policy in the favor of customers. Rest is the best.",Extremely Positive
